area;ciudad;conglomerado;panelm;vivienda;hogar;p01;sexo;edad;p04;p05a;p05b;p06;p07;p08;p09;niveleducativo;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;factorexpancion;nnivins;ingrlaboral;ingpc;condicionlaboral;codicion_empleo;desempleo;secemp;grupo1;sectoreconomico;prov;dominio;pobreza;epobreza;upm;id_vivienda;id_hogar;id_persona;periodo;mes
1;50150;50150;52;7;1;1;1;69;1;1;10;3;2;;11;9;6;;1;50330101;6;1;;1;2;12;2;;;;;;;;;;11;;8; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;1000;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,829017674;5;;1000;9;;;;;;5;6;0;0;50150000403;5,015E+17;5,015E+18;5,015E+20;202510;10
1;50150;50150;52;9;1;1;1;46;1;1;5;1;2;;2;10;2;;1;50710301;6;1;;2;2;12;1;1;45;;2;2;1;15;7;;;;; ;;;;;1709;2152;2;;2;1;2;1;1;1;1;2;2;1;1;1;18;1;2;;;;1;40;;;;;;;;;;;;1;;;;;1890;300;1;317;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;5;2507;962;1;1;;1;2;3;5;6;0;0;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;9;1;2;2;46;2;1;5;1;2;;2;10;2;;1;50410307;6;2;180150;2;2;12;1;1;40;;1;2;1;15;7;;;;; ;;;;;8530;2310;1;;3;2;2;2;1;2;1;2;2;1;1;1;15;1;2;;;;1;40;;;;;;;;;;;;1;;;;;2090;200;1;13;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;5;2303;962;1;1;;1;2;16;5;6;0;0;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;9;1;3;1;20;3;5;10;6;1;1;;9;2;;2;;6;2;180150;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;5;;962;9;;;;;;5;6;0;0;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;9;1;4;1;18;3;5;10;6;1;1;;7;3;;;;6;2;180150;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;4;;962;9;;;;;;5;6;0;0;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;10;1;1;1;72;1;1;10;1;2;;1;10;2;;1;50110105;7;1;;1;2;12;2;;;;;;;;;;11;;12; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;999999;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;5;;;9;;;;;;5;6;;;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;10;1;2;2;69;2;2;10;1;2;;1;6;6;;;;6;2;10150;1;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;4;;;9;;;;;;5;6;;;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;10;1;3;2;42;3;1;10;6;1;6;;9;3;;2;;7;1;;1;1;;;;16;8;;4;;;;;;;; ;;;;;8411;3339;1;;1;2;2;2;1;2;1;2;2;2;1;1;15;1;2;;;;1;40;;;;;;;;;;;;1;;;;;999999;999999;2;;;; ;2;;1;999999;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;5;999999;;6;1;;1;3;15;5;6;;;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;52;10;1;4;1;21;5;10;10;6;1;1;;9;1;;2;;7;1;;1;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;5,288037975;5;;;9;;;;;;5;6;;;50150000403;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;55;1;1;1;1;52;1;1;10;1;2;;5;9;4;;2;;6;1;;1;1;;;;40;;1;2;1;10;7;;;;; ;;;;;6910;3342;2;;3;2;2;2;1;2;1;2;2;1;1;1;9;1;1;7;1;1;1;40;;;;;;;;;;;;1;;;;;700;100;1;8;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;808;869;1;1;;1;3;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;1;1;2;2;50;2;1;10;1;2;;5;9;4;;1;30410302;6;2;50252;1;1;;;;40;;1;2;1;10;7;;;;; ;;;;;6910;3342;2;;3;2;2;2;1;2;1;2;2;1;1;1;8;1;1;5;1;1;1;40;;;;;;;;;;;;1;;;;;800;120;1;10;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;930;869;1;1;;1;3;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;1;1;1;1;53;1;1;10;1;2;;5;9;3;;2;;6;1;;1;1;;;;40;;1;4;;;;;;;; ;;;;;6910;3342;2;;3;2;2;2;1;2;1;2;2;1;1;1;14;1;1;6;1;1;1;40;;;;;;;;;;;;1;;;;;470;55;1;25;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;550;539;1;1;;1;3;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;1;1;2;2;50;2;1;10;1;2;;2;9;4;;1;30410301;6;2;50252;1;1;;;;40;;1;4;;;;;;;; ;;;;;6910;3342;2;;3;2;2;2;1;1;1;2;2;2;1;1;14;1;1;5;1;1;1;40;;;;;;;;;;;;1;;;;;470;50;1;8;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;528;539;1;1;;1;3;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;2;1;1;1;73;1;10;10;2;2;;1;4;6;1;;;7;3;170;2;1;;;;10;1;;4;;;;;;;; ;;;;;4711;5221;5;2;;;;;;;;;;;;;2;6;1;3;2;1;1;10;;;;;;;;;;;;5;1800;1;100;1200;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;3;700;300;1;1;;1;5;7;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;2;1;2;1;45;7;10;10;5;2;;11;4;6;1;;;7;3;170;2;1;;;;42;;1;4;;;;;;;; ;;;;;4711;5223;2;;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;1;1;42;;;;;;;;;;;;5;;;;;350;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;3;350;300;4;1;;1;5;7;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;2;1;3;2;40;9;10;10;5;2;;3;6;6;;;;7;3;170;2;1;;;;42;;1;4;;;;;;;; ;;;;;4711;5223;2;;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;1;1;42;;;;;;;;;;;;5;;;;;350;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;4;350;300;4;1;;1;5;7;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;2;1;4;1;23;9;10;10;5;2;;3;7;3;;;;7;3;170;2;1;;;;40;;1;4;;;;;;;; ;;;;;4722;5223;2;;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;4;4;3;1;40;;;;;;;;;;;;5;;;;;200;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;4;200;300;4;1;;4;5;7;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;2;1;5;2;22;9;10;10;5;2;;3;7;3;;;;7;3;170;2;1;;;;40;;1;4;;;;;;;; ;;;;;4722;5223;2;;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;4;4;3;1;40;;;;;;;;;;;;5;;;;;200;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;4;200;300;4;1;;4;5;7;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;2;1;1;1;31;1;10;10;5;2;;11;6;6;;;;6;2;230150;2;1;;;;63;;1;4;;;;;;;; ;;;;;5610;5212;7;;;;;;;;;;;;;;7;3;1;4;3;2;1;63;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;4;;154,1666667;5;1;;2;5;9;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;2;1;2;2;37;2;10;10;5;2;;3;6;6;;;;6;2;90650;2;1;;;;63;;1;4;;;;;;;; ;;;;;5610;5212;5;2;;;;;;;;;;;;;7;3;1;4;3;2;1;63;;;;;;;;;;;;5;1710;1;270;1110;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;511;15,68639147;4;870;154,1666667;1;1;;2;5;9;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;2;1;4;2;16;7;10;10;6;1;2;;5;9;1;;;6;2;170150;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;3;;154,1666667;9;;;;;;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;3;1;1;2;59;1;10;10;3;2;;2;8;3;;1;20610102;6;1;;1;2;12;2;;;;;;;;;;2;5;; ;;1;6;5;5610;9411;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;2;2;1;1;2;2;2;2;2;2;2;5;1;511;7,167863861;5;;27,5;7;;1;;;;5;6;1;1;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;3;1;2;1;34;3;10;10;6;2;;3;8;3;;1;20710505;6;1;;1;1;;;;14;2;;2;1;26;3;4;;;; ;;;;;8522;2320;6;2;;;;;;;;;;;;;4;8;1;1;3;1;1;14;;;;;;;;;;;;5;80;2;;25;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;55;27,5;2;1;;1;2;16;5;6;1;1;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;3;1;1;2;60;1;10;10;3;2;;11;9;3;;1;20610402;6;1;;2;1;;;;22;1;;1;1;20;7;;;;; ;;;;;5621;5120;7;;;;;;;;;;;;;;2;9;1;2;3;1;1;22;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;;50;2;1;;1;5;9;5;6;1;1;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;3;1;2;1;36;3;10;10;6;2;;2;8;3;;1;20710505;6;1;;2;1;;;;22;8;;4;;;;;;;; ;;;;;5621;5120;6;2;;;;;;;;;;;;;5;9;1;2;3;2;2;22;8;0;8522;2320;6;2;8;1;1;3;1;5;200;1;20;120;;;;;0;2; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;100;50;4;1;;2;5;9;5;6;1;1;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;4;1;1;1;57;1;2;10;1;2;;2;10;2;;1;50330101;6;1;;1;1;;;;40;;1;2;1;10;7;;;;; ;;;;;6910;2611;6;2;;;;;;;;;;;;;34;6;1;1;2;1;1;40;;;;;;;;;;;;2;1000;2;;400;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;600;436;1;1;;1;2;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;4;1;2;2;53;2;10;10;1;2;;11;6;6;;;;6;1;;1;2;12;2;;;;;;;;;;11;;8; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;4;;436;9;;;;;;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;4;1;3;1;28;3;1;10;6;2;;2;10;2;;1;50330102;6;1;;1;1;;;;40;;1;2;1;15;7;;;;; ;;;;;6910;3342;2;;3;2;2;2;1;2;1;2;2;1;1;1;5;1;1;10;1;1;1;40;;;;;;;;;;;;1;;;;;630;70;1;8;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;708;436;1;1;;1;3;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;4;1;1;1;58;1;2;10;1;2;;2;9;6;;1;50330101;6;1;;1;1;;;;5;8;;1;1;10;7;;;;; ;;;;;6910;2611;6;2;;;;;;;;;;;;;25;6;1;1;3;1;1;40;;;;;;;;;;;;2;1200;2;;400;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;800;602,3333333;2;1;;1;2;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;4;1;2;2;54;2;10;10;1;2;;11;6;6;;;;6;1;;1;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;4;;602,3333333;9;;;;;;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;4;1;3;1;29;3;1;10;6;1;6;;10;2;;1;50330102;6;1;;1;1;;;;24;8;;4;;;;;;;; ;;;;;6910;3342;2;;2;2;2;2;1;1;1;2;2;2;1;1;6;1;1;10;1;1;1;40;;;;;;;;;;;;1;;;;;700;300;1;7;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;1007;602,3333333;1;1;;1;3;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;5;1;1;1;38;1;10;10;5;2;;2;9;4;;1;30110406;6;2;230150;1;1;;;;90;;4;4;;;;;;;; ;;;;;8549;2353;5;2;;;;;;;;;;;;;9;6;1;2;2;1;1;90;;;;;;;;;;;;5;1500;2;;800;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;700;493,3333333;1;1;;1;2;16;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;5;1;2;2;33;2;1;10;5;2;;2;9;5;;1;30410203;6;2;180150;1;1;;;;40;;1;2;1;8;7;;;;; ;;;;;8411;3313;1;;3;2;2;2;1;2;1;2;2;2;1;1;3;1;2;;;;1;40;;;;;;;;;;;;1;;;;;680;100;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;780;493,3333333;1;1;;1;3;15;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;5;1;1;1;39;1;10;10;5;2;;2;9;4;;1;30110406;6;2;230150;1;1;;;;40;;1;4;;;;;;;; ;;;;;8549;2353;5;2;;;;;;;;;;;;;13;6;1;3;2;1;1;40;;;;;;;;;;;;5;3500;2;;1600;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;1900;893,3333333;1;1;;1;2;16;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;5;1;2;2;34;2;1;10;5;2;;2;9;5;;1;30410203;6;2;180150;1;1;;;;24;8;;4;;;;;;;; ;;;;;8411;3343;1;;3;2;2;2;1;2;1;2;2;2;1;1;3;1;2;;;;1;40;;;;;;;;;;;;1;;;;;700;80;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;780;893,3333333;1;1;;1;3;15;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;6;1;1;1;62;1;1;10;1;2;;11;6;6;;;;6;1;;1;2;12;2;;;;;;;;;;11;;8; ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;1;450;1;600;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;4;;683,3333333;9;;;;;;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;6;1;2;2;63;2;1;10;1;2;;2;9;4;;1;30410102;6;1;;1;2;12;2;;;;;;;;;;11;;8; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;1000;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;;683,3333333;9;;;;;;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;6;1;3;2;19;3;10;10;6;1;1;;9;1;;2;;6;1;;1;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;5;;683,3333333;9;;;;;;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;6;1;1;1;36;1;10;10;3;2;;2;10;2;;1;50210209;6;1;;1;1;;;;4;8;;1;1;5;1;4;;;; ;;;;;7310;2166;6;2;;;;;;;;;;;;;7;9;1;1;3;1;1;35;;;;;;;;;;;;5;1200;2;;200;;;;;;; ;2;;2;;1;300;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;1000;1300;2;1;;1;2;13;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;55;7;1;1;2;58;1;1;10;6;2;;11;6;6;;;;6;2;121150;1;1;;;;40;;1;4;;;;;;;; ;;;;;6419;4312;2;;2;2;2;2;1;2;1;2;2;2;1;1;15;1;2;;;;1;40;;;;;;;;;;;;1;;;;;460;240;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;7,167863861;4;700;700;1;1;;1;4;11;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202502;2
1;50150;50150;55;7;1;1;2;59;1;1;5;6;2;;5;9;1;;2;;6;2;121150;1;1;;;;40;;1;4;;;;;;;; ;;;;;6419;4312;2;;2;2;2;2;1;1;1;2;2;2;1;1;11;1;2;;;;1;40;;;;;;;;;;;;1;;;;;400;250;1;8;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;15,68639147;5;658;658;1;1;;1;4;11;5;6;0;0;50150000501;5,015E+17;5,015E+18;5,015E+20;202511;11
1;50150;50150;62;1;1;1;1;48;1;1;10;3;2;;5;6;6;;;;6;1;;1;1;;;;40;;1;4;;;;;;;; ;;;;;8413;3359;1;;1;2;2;2;1;2;1;2;2;1;1;1;6;1;2;;;;1;40;;;;;;;;;;;;1;;;;;1375;110;1;13;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;4;1498;499,3333333;1;1;;1;3;15;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;1;1;1;1;48;1;1;10;3;2;;5;6;6;;;;6;1;;1;1;;;;40;;1;2;1;15;7;;;;; ;;;;;8413;3359;1;;1;2;2;2;1;1;1;2;2;1;1;1;3;1;2;;;;1;40;;;;;;;;;;;;1;;;;;620;70;1;32;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;80,76557978;4;722;240,6666667;1;1;;1;3;15;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;62;2;1;1;1;51;1;10;10;1;2;;3;4;6;1;;;6;2;50750;3;1;;;;40;;1;4;;;;;;;; ;;;;;5610;5131;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;5;2;1;2;24;16;0;4781;5211;7;;6;1;2;2;1;5;;;;;250;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;3;250;715,7142857;4;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;2;1;2;2;45;2;10;10;1;2;;3;6;6;;;;6;2;50750;3;1;;;;40;;1;4;;;;;;;; ;;;;;5610;5120;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;5;2;1;2;24;16;0;4781;5211;6;2;6;1;2;2;1;5;;;;;250;0;2;;300;1;50;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;4;600;715,7142857;1;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;2;1;3;2;27;3;10;10;1;2;;2;9;5;;1;30710201;6;2;50750;3;1;;;;20;1;;2;1;40;2;3;;;; ;;;;;5610;5120;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;5;2;1;1;20;;;;;;;;;;;;5;;;;;250;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;5;250;715,7142857;2;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;2;1;4;2;25;3;2;10;1;2;;2;10;2;;1;30610401;6;2;50750;3;1;;;;20;1;;2;1;40;2;3;;;; ;;;;;5610;5120;5;2;;;;;;;;;;;;;4;6;1;5;2;1;1;20;;;;;;;;;;;;2;3750;1;20;3250;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;5;520;715,7142857;2;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;2;1;5;1;35;4;1;10;1;2;;2;9;5;;1;30720403;6;2;40550;3;1;;;;40;;1;4;;;;;;;; ;;;;;8530;2310;1;;1;2;2;2;1;2;1;2;2;2;1;1;5;1;2;;;;1;40;;;;;;;;;;;;1;;;;;2590;500;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;5;3090;715,7142857;1;1;;1;2;16;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;2;1;6;1;30;4;10;10;1;2;;2;9;5;;1;30610401;6;2;170150;3;1;;;;35;2;;2;1;40;3;3;;;; ;;;;;4791;5244;6;2;;;;;;;;;;;;;1;9;1;1;3;1;2;20;15;0;5610;5131;7;;6;1;5;2;1;5;600;2;;300;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;53,68728061;5;300;715,7142857;2;1;;1;5;7;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;62;2;1;1;1;52;1;10;10;1;2;;5;4;6;1;;;6;2;50750;3;1;;;;40;;1;4;;;;;;;; ;;;;;4781;5211;6;2;;;;;;;;;;;;;38;6;1;2;3;1;1;40;;;;;;;;;;;;5;3100;1;30;1612;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;80,76557978;3;1518;551,1428571;1;1;;1;5;7;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;62;2;1;2;2;46;2;10;10;1;2;;5;6;6;;;;6;2;50750;3;1;;;;44;;1;4;;;;;;;; ;;;;;5610;5120;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;40;4;0;4781;5211;7;;6;1;2;3;1;5;;;;;0;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;80,76557978;4;0;551,1428571;4;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;62;2;1;3;2;28;3;10;10;1;2;;2;9;5;;1;30710201;6;2;50750;3;1;;;;40;;1;4;;;;;;;; ;;;;;5610;5120;5;2;;;;;;;;;;;;;2;6;1;5;2;1;1;40;;;;;;;;;;;;5;0;2;;100;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;80,76557978;5;-1;551,1428571;4;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;62;2;1;4;2;27;3;2;10;1;2;;2;10;2;;1;50610403;6;2;50750;3;1;;;;40;;1;4;;;;;;;; ;;;;;5610;5230;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;1;40;;;;;;;;;;;;2;;;;;0;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;80,76557978;5;0;551,1428571;4;1;;1;5;9;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;62;2;1;5;1;36;4;1;10;1;2;;2;9;5;;1;30710103;6;2;40550;3;1;;;;55;;1;4;;;;;;;; ;;;;;8530;2310;1;;1;2;2;2;1;2;1;2;2;1;1;1;6;1;2;;;;2;40;15;0;5610;5131;7;;6;1;5;2;1;1;;;;;650;1165;1;25;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;80,76557978;5;1840;551,1428571;1;1;;1;2;16;5;6;0;0;50150000604;5,015E+17;5,015E+18;5,015E+20;202504;4
