area;ciudad;conglomerado;panelm;vivienda;hogar;p01;sexo;edad;p04;p05a;p05b;p06;p07;p08;p09;niveleducativo;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;factorexpancion;nnivins;ingrlaboral;ingpc;condicionlaboral;codicion_empleo;desempleo;secemp;grupo1;sectoreconomico;prov;dominio;pobreza;epobreza;upm;id_vivienda;id_hogar;id_persona;periodo;mes
1;50250;50250;65;10;1;1;1;43;1;10;10;5;2;;5;6;6;;;;6;1;;3;1;;;;40;;1;4;;;;;;;; ;;;;;4923;8332;6;2;;;;;;;;;;;;;18;3;1;1;3;1;1;40;;;;;;;;;;;;5;1200;2;;400;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;59,35728352;4;800;268,5;1;1;;1;8;8;5;6;0;0;50250002903;5,025E+17;5,025E+18;5,025E+20;202504;4
1;50250;50250;65;10;1;2;2;41;2;10;10;5;2;;11;6;6;;;;6;1;;3;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;59,35728352;4;;268,5;9;;;;;;5;6;0;0;50250002903;5,025E+17;5,025E+18;5,025E+20;202504;4
1;50250;50250;65;10;1;3;1;27;3;10;10;6;2;;2;9;5;;1;30710401;6;1;;3;1;;;;40;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;12;10;1;1;3;2;1;40;;;;;;;;;;;;5;300;2;;30;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;59,35728352;5;270;268,5;4;1;;2;6;1;5;6;0;0;50250002903;5,025E+17;5,025E+18;5,025E+20;202504;4
1;50250;50250;66;1;1;1;2;44;1;10;10;2;2;;3;6;2;;;;6;2;130154;1;2;12;2;;;;;;;;;;8;16;; ;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;300;2;;2;;1;55;2; ;2;2;2;1;1;2;2;2;2;2;2;2;8;1;513;186,5965256;3;;118,3333333;7;;1;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;1;1;2;1;17;3;10;10;6;1;2;;7;1;;;;6;2;120750;1;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;4;;118,3333333;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;1;1;1;2;44;1;10;10;6;2;;3;6;2;;;;6;2;120450;1;2;12;2;;;;;;;;;;11;;7;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;200;2;;2;;1;55;2; ;2;2;2;2;1;2;2;2;2;2;2;2;8;1;513;46,87949972;3;;90;8;;1;;;;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;1;1;2;1;17;3;10;10;6;1;2;;7;1;;;;6;2;120750;1;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;10;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;4;;90;9;;;;;;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;2;1;1;2;51;1;10;10;5;2;;3;4;6;1;;;6;2;130650;1;1;;;;23;2;;2;1;30;1;4;;;; ;;;;;146;6320;6;2;;;;;;;;;;;;;5;9;1;2;3;2;2;12;7;4;5610;9412;2;;1;1;6;2;1;5;0;1;20;25;;;;;216;1;20;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;513;186,5965256;3;236;263,6666667;2;1;;2;6;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;2;1;2;1;52;2;10;10;5;2;;3;4;3;2;;;6;2;131150;1;1;;;;30;2;;2;1;15;7;;;;; ;;;;;122;6112;4;;6;1;2;2;2;2;2;2;2;2;2;2;12;11;1;5;3;2;1;30;;;;;;;;;;;;5;;;;;400;0;1;50;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;3;450;263,6666667;2;1;;2;6;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;2;1;3;2;21;3;10;10;6;2;;17;9;4;;2;;6;2;120550;1;2;8;;;12;7;;2;2;;;;;;; ;;;;;146;9212;7;;;;;;;;;;;;;;3;9;1;2;3;2;1;12;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;50;2; ;;;;;;;;;;;;;;1;513;186,5965256;5;;263,6666667;5;1;;2;9;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;2;1;1;2;51;1;10;10;5;2;;11;4;6;1;;;6;2;130650;1;1;;;;42;;1;1;1;10;7;;;;; ;;;;;5610;9412;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;1;1;6;2;1;2;16;14;12;146;6122;6;2;9;1;2;3;2;5;;;;;120;0;1;20;130;1;35;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;513;46,87949972;3;305;300;3;1;;1;9;9;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;2;1;2;1;52;2;10;10;5;2;;11;4;2;2;;;6;2;131650;1;1;;;;48;;1;4;;;;;;;; ;;;;;122;9211;4;;6;1;2;2;2;2;2;2;2;2;2;2;2;11;1;10;4;3;1;48;;;;;;;;;;;;5;;;;;480;0;1;60;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;3;540;300;1;1;;4;9;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;2;1;3;2;21;3;10;10;6;1;2;;9;3;;2;;6;2;120550;1;1;;;;14;7;;4;;;;;;;; ;;;;;146;9212;7;;;;;;;;;;;;;;3;9;1;2;3;2;1;14;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;5;;300;5;1;;2;9;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;4;1;1;1;21;1;10;10;5;2;;5;9;1;;2;;6;2;120550;2;1;;;;77;;1;4;;;;;;;; ;;;;;1010;7511;2;;3;1;2;2;2;2;2;2;2;2;2;2;5;1;1;5;4;1;1;77;;;;;;;;;;;;5;;;;;490;0;1;75;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;5;565;116,4285714;1;1;;1;7;3;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;4;1;2;2;22;2;10;10;5;2;;15;7;3;;;;6;2;50150;2;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;1;240;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;4;;116,4285714;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;4;1;4;1;71;6;10;10;5;2;;7;6;6;;;;6;2;50252;2;2;12;2;;;;;;;;;;11;;11; ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;4;;116,4285714;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;4;1;5;2;61;6;10;10;5;2;;11;1;;2;;;6;2;131150;2;2;12;2;;;;;;;;;;11;;11; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;1;;116,4285714;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;5;1;1;2;60;1;10;10;1;2;;3;4;1;1;;;1;2;111156;1;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;55;1;240;;;;;;;;;;;;;;1;513;46,87949972;3;;87;9;;;;;;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;5;1;2;1;72;2;10;10;1;2;;1;4;1;1;;;6;2;50750;1;2;12;2;;;;;;;;;;11;;11; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;3;;87;9;;;;;;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;5;1;3;2;35;3;10;10;6;2;;7;1;;2;;;6;2;170150;1;2;12;2;;;;;;;;;;11;;11; ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;1;;87;9;;;;;;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;5;1;4;2;29;3;10;10;6;2;;7;1;;2;;;6;2;170150;1;2;12;2;;;;;;;;;;11;;11; ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;1;;87;9;;;;;;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;5;1;5;2;31;7;10;10;6;2;;3;6;6;;;;1;2;111156;1;1;;;;77;;1;4;;;;;;;; ;;;;;4771;5223;2;;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;6;2;1;1;77;;;;;;;;;;;;5;;;;;380;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;4;380;87;4;1;;1;5;7;5;6;1;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;6;1;1;1;64;1;10;10;6;2;;11;4;6;1;;;6;2;121150;1;1;;;;36;2;;2;1;4;1;4;;;; ;;;;;4220;7131;4;;6;1;2;2;2;1;2;2;2;2;2;2;0;2;1;40;4;3;1;36;;;;;;;;;;;;5;;;;;240;0;1;30;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;3;270;270;2;1;;4;7;6;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;6;1;1;1;64;1;10;10;2;2;;11;4;6;1;;;6;2;120550;1;1;;;;40;;1;4;;;;;;;; ;;;;;4100;9313;4;;6;2;2;2;2;2;2;2;2;2;2;2;25;2;1;3;4;3;1;40;;;;;;;;;;;;5;;;;;270;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;3;270;270;4;1;;4;9;6;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;7;1;1;1;44;1;10;10;5;2;;5;6;6;;;;6;1;;3;1;;;;56;;1;4;;;;;;;; ;;;;;122;6112;4;;6;1;2;1;2;2;2;2;2;2;2;2;1;11;2;;;;1;56;;;;;;;;;;;;5;;;;;375;0;1;250;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;4;625;246,75;1;1;;1;6;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;7;1;2;2;40;2;10;10;5;2;;2;9;5;;1;30410302;6;1;;3;2;12;2;;;;;;;;;;8;52;; ;;1;2;52;9200;4212;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;1;1;513;186,5965256;5;;246,75;7;;1;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;7;1;3;1;20;3;10;10;6;2;;5;7;3;;;;6;1;;3;1;;;;35;2;;2;1;15;7;;;;; ;;;;;4722;5223;2;;3;1;2;2;2;2;2;2;2;2;2;2;0;1;1;5;4;3;1;35;;;;;;;;;;;;5;;;;;300;0;1;60;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;4;360;246,75;2;1;;4;5;7;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;7;1;1;1;44;1;1;10;5;2;;5;6;6;;;;6;1;;2;1;;;;40;;1;4;;;;;;;; ;;;;;8010;5414;2;;3;2;2;2;1;1;1;2;2;2;1;1;10;1;2;;;;1;40;;;;;;;;;;;;1;;;;;430;40;1;10;;; ;2;;2;;1;80;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;4;480;187,6666667;1;1;;1;5;14;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;7;1;2;2;40;2;10;10;5;2;;2;9;5;;1;30410302;6;2;80150;2;2;12;2;;;;;;;;;;9;12;; ;;1;1;60;9200;4212;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;2;2;1;1;2;2;2;2;2;2;2;4;1;513;46,87949972;5;;187,6666667;7;;1;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;8;1;1;1;42;1;1;10;1;2;;11;6;3;;;;5;2;130150;2;1;;;;63;;1;4;;;;;;;; ;;;;;122;6112;2;;2;2;2;2;1;1;1;2;2;2;1;1;18;1;2;;;;1;63;;;;;;;;;;;;1;;;;;300;200;1;1;;; ;2;;2;;1;100;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;3;501;132,6;1;1;;1;6;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;8;1;2;2;42;2;10;10;1;1;1;;8;2;;2;;6;2;170150;2;1;;;;4;2;;2;1;20;4;4;;;; ;;;;;4799;5243;6;2;;;;;;;;;;;;;8;8;1;1;3;2;1;4;;;;;;;;;;;;5;100;1;12;50;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;5;62;132,6;2;1;;2;5;7;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;8;1;3;1;20;3;10;10;6;1;1;;8;1;;2;;6;1;;2;2;12;2;;;;;;;;;;2;52;; ;;1;3;52;4721;9333;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;1;2;1;1;2;2;2;2;2;2;2;3;1;513;186,5965256;5;;132,6;7;;1;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;8;1;1;1;59;1;10;10;6;2;;1;4;6;1;;;5;2;50750;1;1;;;;70;;1;4;;;;;;;; ;;;;;4781;5211;6;2;;;;;;;;;;;;;20;9;1;1;2;1;1;70;;;;;;;;;;;;5;1000;1;300;500;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;46,87949972;3;800;800;1;1;;1;5;7;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202508;8
1;50250;50250;66;9;1;1;2;33;1;10;10;6;2;;3;4;6;1;;;6;2;130350;1;1;;;;24;2;;2;1;20;7;;;;; ;;;;;122;6112;4;;6;1;2;1;2;2;2;2;2;2;2;2;12;11;2;;;;1;24;;;;;;;;;;;;5;;;;;192;0;1;72;;; ;2;;2;;1;80;2;;1;55;2; ;;;;;;;;;;;;;;1;513;186,5965256;3;264;102,75;2;1;;1;6;1;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;10;1;1;1;21;1;10;10;5;2;;3;9;2;;2;;6;2;120550;1;1;;;;84;;1;4;;;;;;;; ;;;;;1010;7511;2;;2;1;2;2;2;2;2;2;2;2;2;2;6;1;1;5;2;1;1;84;;;;;;;;;;;;5;;;;;564;0;1;300;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;5;864;204,1428571;1;1;;1;7;3;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;10;1;2;2;21;2;10;10;5;2;;3;7;3;;;;6;2;50150;1;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;1;250;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;4;;204,1428571;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;10;1;4;1;71;6;1;10;2;2;;1;6;6;;;;6;2;50252;1;2;12;2;;;;;;;;;;11;;11; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;315;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;4;;204,1428571;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;66;10;1;5;2;61;6;10;10;2;2;;11;1;;2;;;6;2;131150;1;2;12;2;;;;;;;;;;11;;11; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;186,5965256;1;;204,1428571;9;;;;;;5;6;0;0;50250003501;5,025E+17;5,025E+18;5,025E+20;202505;5
1;50250;50250;67;1;1;1;2;27;1;1;10;6;1;6;;7;3;;;;6;1;;4;1;;;;40;;1;4;;;;;;;; ;;;;;8412;2342;1;;3;2;2;2;1;1;1;2;2;1;1;1;1;1;2;;;;1;40;;;;;;;;;;;;1;;;;;518;70;1;28;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;4;616;164,75;1;1;;1;2;15;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;1;1;4;2;69;7;10;10;4;2;;1;4;6;1;;;6;3;170;4;1;;;;6;6;;4;;;;;;;; ;;;;;9700;9111;10;;3;1;2;2;2;2;2;2;2;2;2;2;4;8;1;1;;;1;6;;;;;;;;;;;;5;;;;;20;0;1;20;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;3;40;164,75;4;1;;3;9;20;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;1;1;1;2;27;1;1;10;2;1;6;;8;1;;2;;6;1;;1;1;;;;40;;1;4;;;;;;;; ;;;;;8412;2342;1;;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;;;;1;40;;;;;;;;;;;;1;;;;;540;75;1;11;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;200,6987853;5;626;182,75;1;1;;1;2;15;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;1;1;4;2;69;7;10;10;4;2;;1;4;6;1;;;6;3;170;1;1;;;;16;2;;2;1;40;7;;;;; ;;;;;9700;9111;10;;3;1;2;2;2;2;2;2;2;2;2;2;0;8;1;1;;;1;16;;;;;;;;;;;;5;;;;;80;0;1;20;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;200,6987853;3;100;182,75;2;1;;3;9;20;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;2;1;1;1;59;1;1;10;6;2;;5;4;6;1;;;6;2;120750;1;1;;;;47;;1;4;;;;;;;; ;;;;;3600;3132;1;;2;2;2;2;1;1;1;2;2;2;1;1;9;1;2;;;;2;40;7;0;150;6330;6;2;10;1;1;3;2;1;;;;;561;240;1;10;0;1;32;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;3;843;843;1;1;;1;3;5;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;2;1;1;1;60;1;1;10;2;2;;5;4;6;1;;;6;2;120750;1;1;;;;54;;1;4;;;;;;;; ;;;;;3600;3132;1;;1;1;2;1;1;1;1;2;2;1;1;1;10;1;2;;;;2;44;10;0;127;6112;6;2;10;1;1;3;2;1;;;;;560;150;1;8;100;2; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;200,6987853;3;818;818;1;1;;1;3;5;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;3;1;1;1;23;1;10;10;5;2;;3;7;3;;;;6;1;;1;1;;;;33;2;;3;1;40;1;4;;;; ;;;;;122;9211;2;;3;1;2;1;2;2;2;2;2;2;2;2;7;1;2;;;;1;33;;;;;;;;;;;;5;;;;;250;0;1;55;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;4;305;164,3333333;2;1;;1;9;1;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;3;1;2;2;25;2;10;10;5;2;;3;7;3;;;;6;2;80450;1;1;;;;22;2;;2;1;18;7;;;;; ;;;;;122;9211;2;;3;1;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;1;22;;;;;;;;;;;;5;;;;;144;0;1;44;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;4;188;164,3333333;2;1;;1;9;1;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;4;1;1;1;58;1;10;10;2;2;;11;4;6;1;;;6;2;120750;1;1;;;;12;2;;3;1;40;7;;;;; ;;;;;729;9311;2;;3;2;2;2;2;2;2;2;2;2;2;2;5;3;1;15;4;1;1;12;;;;;;;;;;;;5;;;;;240;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;200,6987853;3;240;197;2;1;;1;9;2;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;4;1;2;2;23;3;10;10;6;1;2;;9;3;;2;;6;1;;1;1;;;;42;;1;4;;;;;;;; ;;;;;4752;5230;2;;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;10;2;1;1;42;;;;;;;;;;;;5;;;;;470;0;2;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;513;200,6987853;5;470;197;1;1;;1;5;7;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;4;1;3;2;22;3;10;10;6;1;1;;9;3;;2;;6;1;;1;1;;;;27;7;;2;2;;;;;;; ;;;;;4722;5223;2;;3;1;2;2;2;2;2;2;2;2;2;2;0;1;1;2;3;1;1;27;;;;;;;;;;;;5;;;;;120;0;1;40;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;513;200,6987853;5;160;197;4;1;;1;5;7;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;4;1;4;2;20;3;10;10;6;2;;3;7;3;;;;6;1;;1;2;12;2;;;;;;;;;;9;8;; ;;1;6;8;5320;8321;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;2;2;1;2;2;2;2;2;2;2;2;5;1;513;200,6987853;4;;197;7;;1;;;;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;5;1;1;1;33;1;1;10;5;2;;5;6;6;;;;6;2;91450;1;1;;;;51;;1;4;;;;;;;; ;;;;;8010;5414;2;;2;2;2;2;1;1;1;2;2;1;1;1;15;1;2;;;;2;44;7;0;4791;5244;6;2;9;1;2;2;2;1;;;;;540;100;1;20;200;1;20;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;4;880;220;1;1;;1;5;14;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;5;1;2;2;31;2;10;10;5;2;;15;6;6;;;;6;2;131150;1;2;5;;;14;6;;2;2;;;;;;; ;;;;;4791;5244;7;;;;;;;;;;;;;;10;9;1;2;2;2;1;14;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;1;240;;;;;;;;;;;;;;1;513;204,4768616;4;;220;5;1;;2;5;7;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
1;50250;50250;67;5;1;1;1;33;1;1;10;5;2;;5;6;6;;;;6;2;90150;2;1;;;;60;;1;4;;;;;;;; ;;;;;8010;5414;2;;2;2;2;2;1;1;1;2;2;1;1;1;5;1;2;;;;1;60;;;;;;;;;;;;1;;;;;540;330;1;17;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;200,6987853;4;887;221,75;1;1;;1;5;14;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;5;1;2;2;31;2;10;10;5;2;;3;6;6;;;;6;2;131150;2;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;1;240;;;;;;;;;;;;;;1;513;200,6987853;4;;221,75;9;;;;;;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202509;9
1;50250;50250;67;6;1;1;1;62;1;1;10;2;2;;11;6;6;;;;6;2;120750;1;2;12;2;;;;;;;;;;11;;11; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;350;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;513;204,4768616;4;;350;9;;;;;;5;6;0;0;50250004402;5,025E+17;5,025E+18;5,025E+20;202506;6
